,Hero,Entry,Move,Weapon,HP,Atk,Spd,Def,Res,Total,Link,Color,Version,Book,ReleaseDate
1152,Soren: Wind of Tradition,Radiant Dawn,Infantry,Blue Tome,38,43,34,18,45,178,https://feheroes.fandom.com/wiki/Soren:_Wind_of_Tradition,Blue,7.1,7,2023-01-10
1153,Sothe: Dawning Zephyr,Radiant Dawn,Infantry,Colorless Dagger,43,43,47,30,25,188,https://feheroes.fandom.com/wiki/Sothe:_Dawning_Zephyr,Colorless,8.6,8,2024-06-07
1154,Sothe: Rushing Dawn,Radiant Dawn,Flying,Green Dagger,41,39,41,28,23,172,https://feheroes.fandom.com/wiki/Sothe:_Rushing_Dawn,Green,6.8,6,2022-08-09
1155,Sothe: Zephyr,Radiant Dawn,Infantry,Colorless Dagger,39,36,33,22,21,151,https://feheroes.fandom.com/wiki/Sothe:_Zephyr,Colorless,2.1,2,2018-01-12
1156,Sothis: Bound-Spirit Duo,Three Houses,Flying,Blue Breath,40,36,42,31,34,183,https://feheroes.fandom.com/wiki/Sothis:_Bound-Spirit_Duo,Blue,5.1,5,2021-10-07
1157,Sothis: Girl on the Throne,Three Houses,Infantry,Red Breath,41,34,39,32,27,173,https://feheroes.fandom.com/wiki/Sothis:_Girl_on_the_Throne,Red,3.7,3,2019-07-31
1158,Sothis: Silver Specter,Three Houses,Armored,Green Breath,44,35,41,30,35,185,https://feheroes.fandom.com/wiki/Sothis:_Silver_Specter,Green,4.0,4,2019-12-16
1159,Stahl: Viridian Knight,Awakening,Cavalry,Red Sword,45,31,26,30,22,154,https://feheroes.fandom.com/wiki/Stahl:_Viridian_Knight,Red,1.0,1,2017-02-02
1160,Subaki: Perfect Expert,Fates,Flying,Blue Lance,40,25,35,35,22,157,https://feheroes.fandom.com/wiki/Subaki:_Perfect_Expert,Blue,1.0,1,2017-02-02
1161,Sue: Doe of the Plains,The Binding Blade,Cavalry,Green Bow,36,32,38,23,20,149,https://feheroes.fandom.com/wiki/Sue:_Doe_of_the_Plains,Green,3.3,3,2019-03-08
1162,Sully: Crimson Knight,Awakening,Cavalry,Blue Lance,42,26,34,24,28,154,https://feheroes.fandom.com/wiki/Sully:_Crimson_Knight,Blue,1.0,1,2017-02-02
1163,Sumia: Maid of Flowers,Awakening,Flying,Blue Lance,39,30,39,29,25,162,https://feheroes.fandom.com/wiki/Sumia:_Maid_of_Flowers,Blue,2.7,2,2018-07-20
1164,Surtr: Pirate of Red Sky,Heroes,Armored,Blue Lance,45,45,16,44,36,186,https://feheroes.fandom.com/wiki/Surtr:_Pirate_of_Red_Sky,Blue,5.8,5,2021-08-05
1165,Surtr: Ruler of Flame,Heroes,Armored,Green Axe,50,39,17,40,33,179,https://feheroes.fandom.com/wiki/Surtr:_Ruler_of_Flame,Green,2.11,2,2018-11-21
1166,Sylvain: Consummate Flirt,Three Houses,Cavalry,Green Axe,40,44,35,37,23,179,https://feheroes.fandom.com/wiki/Sylvain:_Consummate_Flirt,Green,7.4,7,2023-04-17
1167,Sylvain: Hanging with Tens,Three Houses,Cavalry,Green Tome,42,32,35,27,16,152,https://feheroes.fandom.com/wiki/Sylvain:_Hanging_with_Tens,Green,4.7,4,2020-07-08
1168,Sylvain: Spring Flingster,Three Houses,Cavalry,Blue Lance,40,47,45,32,21,185,https://feheroes.fandom.com/wiki/Sylvain:_Spring_Flingster,Blue,8.3,8,2024-03-07
1169,Syrene: Graceful Rider,The Sacred Stones,Flying,Red Sword,37,39,45,21,41,183,https://feheroes.fandom.com/wiki/Syrene:_Graceful_Rider,Red,7.3,7,2023-03-17
1170,Tailtiu: Teatime Mingler,Genealogy of the Holy War,Infantry,Green Tome,39,42,44,21,31,177,https://feheroes.fandom.com/wiki/Tailtiu:_Teatime_Mingler,Green,7.8,7,2023-08-08
1171,Tailtiu: Thunder Noble,Genealogy of the Holy War,Infantry,Blue Tome,39,32,35,17,25,148,https://feheroes.fandom.com/wiki/Tailtiu:_Thunder_Noble,Blue,1.8,1,2017-10-16
1172,Takumi: Empty Vessel,Fates,Infantry,Colorless Bow,37,31,34,25,24,151,https://feheroes.fandom.com/wiki/Takumi:_Empty_Vessel,Colorless,2.2,2,2018-02-24
1173,Takumi: Prince at Play,Fates,Flying,Colorless Bow,40,35,35,21,19,150,https://feheroes.fandom.com/wiki/Takumi:_Prince_at_Play,Colorless,2.7,2,2018-07-10
1174,Takumi: Prince of Soup,Fates,Infantry,Colorless Dagger,40,34,34,17,27,152,https://feheroes.fandom.com/wiki/Takumi:_Prince_of_Soup,Colorless,2.0,2,2017-12-31
1175,Takumi: Troubled Heart,Fates,Armored,Blue Tome,40,40,46,28,31,185,https://feheroes.fandom.com/wiki/Takumi:_Troubled_Heart,Blue,7.2,7,2023-02-07
1176,Takumi: Wild Card,Fates,Infantry,Colorless Bow,40,32,33,25,18,148,https://feheroes.fandom.com/wiki/Takumi:_Wild_Card,Colorless,1.0,1,2017-02-02
1177,Takumi: Wishful Spark,Fates,Cavalry,Colorless Bow,40,42,46,28,23,179,https://feheroes.fandom.com/wiki/Takumi:_Wishful_Spark,Colorless,8.8,8,2024-08-07
1178,Tana: Frelian Starlight,The Sacred Stones,Flying,Blue Lance,40,39,41,29,23,172,https://feheroes.fandom.com/wiki/Tana:_Frelian_Starlight,Blue,5.4,5,2021-04-19
1179,Tana: Noble and Nimble,The Sacred Stones,Flying,Red Tome,35,33,36,20,25,149,https://feheroes.fandom.com/wiki/Tana:_Noble_and_Nimble,Red,2.6,2,2018-06-21
1180,Tana: Soaring New Year,The Sacred Stones,Flying,Red Sword,40,45,47,37,25,194,https://feheroes.fandom.com/wiki/Tana:_Soaring_New_Year,Red,9.0,9,2025-01-01
1181,Tana: Soaring Princess,The Sacred Stones,Flying,Colorless Bow,40,45,47,22,23,177,https://feheroes.fandom.com/wiki/Tana:_Soaring_Princess,Colorless,7.3,7,2023-03-17
1182,Tana: Soothing Warmth,Heroes,Flying,Green Dagger,39,39,42,26,32,178,https://feheroes.fandom.com/wiki/Tana:_Soothing_Warmth,Green,6.9,6,2022-09-07
1183,Tana: Winged Princess,The Sacred Stones,Flying,Blue Lance,36,34,36,25,25,156,https://feheroes.fandom.com/wiki/Tana:_Winged_Princess,Blue,1.6,1,2017-08-15
1184,Tanith: Bright Blade,Path of Radiance,Flying,Red Sword,41,36,40,32,28,177,https://feheroes.fandom.com/wiki/Tanith:_Bright_Blade,Red,5.11,5,2021-11-17
1185,Tanith: Forthright Heart,Path of Radiance,Flying,Blue Lance,37,34,36,33,21,161,https://feheroes.fandom.com/wiki/Tanith:_Forthright_Heart,Blue,3.5,3,2019-05-21
1186,Tanya: Dagdar's Kid,Thracia 776,Infantry,Colorless Bow,41,30,37,25,28,161,https://feheroes.fandom.com/wiki/Tanya:_Dagdar%27s_Kid,Colorless,4.0,4,2019-12-06
1187,Tatiana: Devoted Saint,Echoes,Infantry,Blue Tome,40,37,34,15,39,165,https://feheroes.fandom.com/wiki/Tatiana:_Devoted_Saint,Blue,5.6,5,2021-06-08
1188,Tethys: Beloved Dancer,The Sacred Stones,Infantry,Colorless Dagger,38,27,35,23,34,157,https://feheroes.fandom.com/wiki/Tethys:_Beloved_Dancer,Colorless,3.11,3,2019-11-07
1189,Tethys: Dancing Sands,The Sacred Stones,Flying,Colorless Dagger,37,31,47,21,42,178,https://feheroes.fandom.com/wiki/Tethys:_Dancing_Sands,Colorless,9.1,9,2025-01-17
1190,"Tharja: ""Normal Girl""",Awakening,Armored,Red Tome,43,34,18,34,36,165,https://feheroes.fandom.com/wiki/Tharja:_%22Normal_Girl%22,Red,2.0,2,2017-12-18
1191,Tharja: Beach Dark Mage,Awakening,Cavalry,Blue Tome,40,45,44,19,20,168,https://feheroes.fandom.com/wiki/Tharja:_Beach_Dark_Mage,Blue,7.7,7,2023-07-07
1192,Tharja: Dark Shadow,Awakening,Infantry,Red Tome,39,32,34,23,20,148,https://feheroes.fandom.com/wiki/Tharja:_Dark_Shadow,Red,1.0,1,2017-02-02
1193,Tharja: Florid Charmer,Awakening,Flying,Green Tome,40,39,41,19,22,161,https://feheroes.fandom.com/wiki/Tharja:_Florid_Charmer,Green,5.1,5,2021-01-18
1194,Tharja: Gloomy Mage,Awakening,Flying,Green Tome,35,44,47,16,42,184,https://feheroes.fandom.com/wiki/Tharja:_Gloomy_Mage,Green,9.6,9,2025-06-06
1195,Tharja: Obsessive Bride,Awakening,Infantry,Red Tome,39,35,35,21,21,151,https://feheroes.fandom.com/wiki/Tharja:_Obsessive_Bride,Red,2.5,2,2018-05-21
1196,Tharja: Shadow Ninja,Awakening,Cavalry,Red Tome,45,46,47,20,21,179,https://feheroes.fandom.com/wiki/Tharja:_Shadow_Ninja,Red,8.11,8,2024-11-06
1197,Thea: Stormy Flier,The Binding Blade,Flying,Blue Lance,37,31,35,31,28,162,https://feheroes.fandom.com/wiki/Thea:_Stormy_Flier,Blue,3.3,3,2019-03-08
1198,Thea: Wings of Winter,The Binding Blade,Flying,Red Sword,39,43,47,27,39,195,https://feheroes.fandom.com/wiki/Thea:_Wings_of_Winter,Red,8.9,8,2024-09-06
1199,Thórr: Sun-Kissed Gods,Heroes,Flying,Blue Tome,40,43,16,30,38,167,https://feheroes.fandom.com/wiki/Th%C3%B3rr:_Sun-Kissed_Gods,Blue,6.7,6,2022-07-07
1200,Thórr: War God,Heroes,Flying,Green Axe,40,44,19,41,34,178,https://feheroes.fandom.com/wiki/Th%C3%B3rr:_War_God,Green,5.11,5,2021-11-30
1201,Thrasir: Omnicidal Witch,Heroes,Infantry,Green Tome,40,33,39,23,27,162,https://feheroes.fandom.com/wiki/Thrasir:_Omnicidal_Witch,Green,3.9,3,2019-09-30
1202,Tibarn: Lord of the Air,Radiant Dawn,Flying,Red Beast,41,38,31,34,18,162,https://feheroes.fandom.com/wiki/Tibarn:_Lord_of_the_Air,Red,3.1,3,2019-01-11
1203,Tibarn: Shipless Pirate,Radiant Dawn,Flying,Colorless Beast,42,41,30,36,18,167,https://feheroes.fandom.com/wiki/Tibarn:_Shipless_Pirate,Colorless,4.8,4,2020-08-07
1204,Tiki: Awakened Blood,Shadow Dragon / (New) Mystery,Infantry,Red Breath,38,42,44,32,36,192,https://feheroes.fandom.com/wiki/Tiki:_Awakened_Blood,Red,6.11,6,2022-11-18
1205,Tiki: Beachside Scion,Shadow Dragon / (New) Mystery,Flying,Red Breath,40,33,37,32,26,168,https://feheroes.fandom.com/wiki/Tiki:_Beachside_Scion,Red,2.7,2,2018-07-10
1206,Tiki: Bridal Reflections,Shadow Dragon / (New) Mystery,Armored,Colorless Breath,42,42,26,40,45,195,https://feheroes.fandom.com/wiki/Tiki:_Bridal_Reflections,Colorless,7.5,7,2023-05-19
1207,Tiki: Dragon Scion,Shadow Dragon / (New) Mystery,Infantry,Red Breath,41,31,30,32,29,163,https://feheroes.fandom.com/wiki/Tiki:_Dragon_Scion,Red,1.0,1,2017-02-02
1208,Tiki: Dragon's Progeny,Shadow Dragon / (New) Mystery,Infantry,Green Breath,36,31,48,48,40,203,https://feheroes.fandom.com/wiki/Tiki:_Dragon%27s_Progeny,Green,9.4,9,2025-04-15
1209,Tiki: Fated Divinity,Awakening,Infantry,Green Breath,40,43,27,37,41,188,https://feheroes.fandom.com/wiki/Tiki:_Fated_Divinity,Green,6.8,6,2022-08-17
1210,Tiki: Harmonic Hope,Shadow Dragon / (New) Mystery,Flying,Blue Breath,39,39,42,32,25,177,https://feheroes.fandom.com/wiki/Tiki:_Harmonic_Hope,Blue,4.1,4,2020-10-08
1211,Tiki: Legendary Dragon,Shadow Dragon / (New) Mystery,Armored,Blue Breath,45,34,35,37,29,180,https://feheroes.fandom.com/wiki/Tiki:_Legendary_Dragon,Blue,2.9,2,2018-09-28
1212,Tiki: Naga's Voice,Awakening,Infantry,Red Breath,40,35,23,35,24,157,https://feheroes.fandom.com/wiki/Tiki:_Naga%27s_Voice,Red,1.0,1,2017-02-02
1213,Tiki: Summering Scion,Awakening,Infantry,Green Axe,35,36,30,32,24,157,https://feheroes.fandom.com/wiki/Tiki:_Summering_Scion,Green,1.4,1,2017-06-30
1214,Tiki: Torpid Dragon,Shadow Dragon / (New) Mystery,Armored,Colorless Breath,45,36,34,37,28,180,https://feheroes.fandom.com/wiki/Tiki:_Torpid_Dragon,Colorless,3.5,3,2019-05-10
1215,Timerra: Desert Warrior,Engage,Infantry,Blue Lance,40,34,47,47,31,199,https://feheroes.fandom.com/wiki/Timerra:_Desert_Warrior,Blue,8.9,8,2024-09-17
1216,Timerra: Trick or Meat,Engage,Infantry,Blue Lance,37,41,46,46,23,193,https://feheroes.fandom.com/wiki/Timerra:_Trick_or_Meat,Blue,7.1,7,2023-10-05
1217,Tina: Playful Scamp,Thracia 776,Infantry,Colorless Staff,44,43,46,19,31,183,https://feheroes.fandom.com/wiki/Tina:_Playful_Scamp,Colorless,8.1,8,2024-01-10
1218,Tine: Determined Bride,Genealogy of the Holy War,Cavalry,Red Tome,38,46,47,21,27,179,https://feheroes.fandom.com/wiki/Tine:_Determined_Bride,Red,9.5,9,2025-05-16
1219,Tine: Rumbling Thunder,Genealogy of the Holy War,Infantry,Colorless Tome,38,42,42,23,26,171,https://feheroes.fandom.com/wiki/Tine:_Rumbling_Thunder,Colorless,6.4,6,2022-04-18
1220,Titania: Mighty Mercenary,Path of Radiance,Cavalry,Green Axe,37,28,34,25,30,154,https://feheroes.fandom.com/wiki/Titania:_Mighty_Mercenary,Green,1.2,1,2017-04-26
1221,Titania: Warm Knight,Path of Radiance,Cavalry,Red Tome,35,30,33,17,30,145,https://feheroes.fandom.com/wiki/Titania:_Warm_Knight,Red,3.2,3,2019-02-10
1222,Tobin: The Clueless One,Echoes,Infantry,Red Sword,46,31,27,33,26,163,https://feheroes.fandom.com/wiki/Tobin:_The_Clueless_One,Red,1.5,1,2017-07-07
1223,Tormod: Indomitable Will,Radiant Dawn,Infantry,Red Tome,40,43,45,25,30,183,https://feheroes.fandom.com/wiki/Tormod:_Indomitable_Will,Red,8.1,8,2024-01-19
1224,Travant: King of Thracia,Genealogy of the Holy War,Flying,Blue Lance,46,36,26,40,18,166,https://feheroes.fandom.com/wiki/Travant:_King_of_Thracia,Blue,4.1,4,2020-01-12
1225,Triandra: Nightmare,Heroes,Flying,Green Tome,38,37,38,16,22,151,https://feheroes.fandom.com/wiki/Triandra:_Nightmare,Green,4.11,4,2020-11-27
1226,Triandra: Reverent Dream,Heroes,Flying,Red Sword,39,44,46,27,22,178,https://feheroes.fandom.com/wiki/Triandra:_Reverent_Dream,Red,7.1,7,2023-10-16
1227,Triandra: Sunlit Nightmare,Heroes,Flying,Colorless Tome,37,43,46,18,18,162,https://feheroes.fandom.com/wiki/Triandra:_Sunlit_Nightmare,Colorless,7.3,7,2023-03-07
1228,Tsubasa: Madcap Idol,Tokyo Mirage Sessions ♯FE Encore,Flying,Blue Lance,39,32,40,26,30,167,https://feheroes.fandom.com/wiki/Tsubasa:_Madcap_Idol,Blue,4.1,4,2020-01-20
1229,Ullr: The Bowmaster,Genealogy of the Holy War,Infantry,Blue Bow,39,42,41,30,19,171,https://feheroes.fandom.com/wiki/Ullr:_The_Bowmaster,Blue,5.7,5,2021-07-29
1230,Ursula: Blackened Crow,The Blazing Blade,Cavalry,Blue Tome,40,43,47,17,27,174,https://feheroes.fandom.com/wiki/Ursula:_Blackened_Crow,Blue,8.5,8,2024-05-08
1231,Ursula: Blue Crow,The Blazing Blade,Cavalry,Blue Tome,35,29,32,19,30,145,https://feheroes.fandom.com/wiki/Ursula:_Blue_Crow,Blue,1.1,1,2017-03-10
1232,Ursula: Clear-Blue Crow,The Blazing Blade,Cavalry,Colorless Dagger,36,36,34,16,28,150,https://feheroes.fandom.com/wiki/Ursula:_Clear-Blue_Crow,Colorless,3.7,3,2019-07-09
1233,Ursula: Royal-Blue Crow,The Blazing Blade,Cavalry,Green Tome,40,42,46,18,22,168,https://feheroes.fandom.com/wiki/Ursula:_Royal-Blue_Crow,Green,7.1,7,2023-01-10
1234,Uther: Frugal Militarist,The Blazing Blade,Armored,Green Axe,47,48,21,46,43,205,https://feheroes.fandom.com/wiki/Uther:_Frugal_Militarist,Green,9.0,9,2024-12-06
1235,Vaida: Dracofang General,The Blazing Blade,Flying,Blue Lance,40,47,37,47,23,194,https://feheroes.fandom.com/wiki/Vaida:_Dracofang_General,Blue,9.0,9,2024-12-07
1236,Vaike: Sunbaked Stunner,Awakening,Infantry,Green Axe,46,47,33,42,24,192,https://feheroes.fandom.com/wiki/Vaike:_Sunbaked_Stunner,Green,8.6,8,2024-06-17
1237,Valbar: Open and Honest,Echoes,Armored,Blue Lance,49,35,25,38,26,173,https://feheroes.fandom.com/wiki/Valbar:_Open_and_Honest,Blue,3.1,3,2019-10-21
1238,Validar: Fell Architect,Awakening,Infantry,Red Tome,42,46,17,35,43,183,https://feheroes.fandom.com/wiki/Validar:_Fell_Architect,Red,8.0,8,2023-12-07
1239,Valter: Dark Moonstone,The Sacred Stones,Flying,Blue Lance,42,32,31,34,19,158,https://feheroes.fandom.com/wiki/Valter:_Dark_Moonstone,Blue,1.6,1,2017-08-21
1240,Vanessa: Dutiful Rider,The Sacred Stones,Flying,Blue Lance,39,40,43,27,34,183,https://feheroes.fandom.com/wiki/Vanessa:_Dutiful_Rider,Blue,7.3,7,2023-03-17
1241,Veld: Manfroy's Rock,Thracia 776,Infantry,Red Tome,43,38,26,22,36,165,https://feheroes.fandom.com/wiki/Veld:_Manfroy%27s_Rock,Red,5.1,5,2021-01-09
1242,Velouria: Renewed Wolfpup,Fates,Infantry,Blue Beast,41,38,40,34,23,176,https://feheroes.fandom.com/wiki/Velouria:_Renewed_Wolfpup,Blue,5.0,5,2021-01-01
1243,Velouria: Wolf Cub,Fates,Infantry,Colorless Beast,40,35,37,33,23,168,https://feheroes.fandom.com/wiki/Velouria:_Wolf_Cub,Colorless,3.2,3,2019-02-20
1244,Veronica: Bestowed Love,Heroes,Cavalry,Blue Tome,40,36,38,21,22,157,https://feheroes.fandom.com/wiki/Veronica:_Bestowed_Love,Blue,5.2,5,2021-02-05
1245,Veronica: Brave Princess,Heroes,Cavalry,Colorless Staff,36,32,36,21,19,144,https://feheroes.fandom.com/wiki/Veronica:_Brave_Princess,Colorless,2.8,2,2018-08-21
1246,Veronica: Harmonic Pirates,Heroes,Cavalry,Green Axe,38,39,19,36,29,161,https://feheroes.fandom.com/wiki/Veronica:_Harmonic_Pirates,Green,4.8,4,2020-08-07
1247,Veronica: Princess Rising,Heroes,Cavalry,Red Tome,38,42,45,19,25,169,https://feheroes.fandom.com/wiki/Veronica:_Princess_Rising,Red,6.11,6,2022-11-30
1248,Veronica: Royal Reception,Heroes,Cavalry,Colorless Tome,38,47,48,21,25,179,https://feheroes.fandom.com/wiki/Veronica:_Royal_Reception,Colorless,9.8,9,2025-08-07
1249,Veronica: Spring Princess,Heroes,Flying,Green Tome,38,35,36,16,25,150,https://feheroes.fandom.com/wiki/Veronica:_Spring_Princess,Green,3.3,3,2019-03-19
1250,Veyle: Fell Successor,Engage,Infantry,Colorless Tome,40,47,16,32,47,182,https://feheroes.fandom.com/wiki/Veyle:_Fell_Successor,Colorless,8.5,8,2024-05-08
1251,Veyle: Gentle Dragon,Engage,Infantry,Blue Tome,39,46,30,21,46,182,https://feheroes.fandom.com/wiki/Veyle:_Gentle_Dragon,Blue,7.1,7,2023-10-31
1252,Veyle: Spring Tranquility,Engage,Cavalry,Red Tome,40,48,28,16,48,180,https://feheroes.fandom.com/wiki/Veyle:_Spring_Tranquility,Red,9.3,9,2025-03-07
1253,Vigarde: Silent Emperor,The Sacred Stones,Armored,Blue Lance,46,47,30,44,29,196,https://feheroes.fandom.com/wiki/Vigarde:_Silent_Emperor,Blue,7.3,7,2023-03-17
1254,Vigarde: Warmhearted Sire,The Sacred Stones,Armored,Green Axe,51,45,26,47,31,200,https://feheroes.fandom.com/wiki/Vigarde:_Warmhearted_Sire,Green,8.2,8,2024-02-07
1255,Vika: Sea-Dark Wing,Radiant Dawn,Flying,Colorless Beast,41,34,40,17,40,172,https://feheroes.fandom.com/wiki/Vika:_Sea-Dark_Wing,Colorless,5.8,5,2021-08-05
1256,Virion: Elite Archer,Awakening,Infantry,Colorless Bow,46,31,31,26,13,147,https://feheroes.fandom.com/wiki/Virion:_Elite_Archer,Colorless,1.0,1,2017-02-02
1257,Volke: Man of Mysteries,Path of Radiance,Infantry,Red Dagger,40,41,43,28,25,177,https://feheroes.fandom.com/wiki/Volke:_Man_of_Mysteries,Red,5.11,5,2021-11-17
1258,Vyland: Coyote's Justice,Shadow Dragon / (New) Mystery,Cavalry,Green Axe,47,41,30,36,19,173,https://feheroes.fandom.com/wiki/Vyland:_Coyote%27s_Justice,Green,5.1,5,2021-10-18
1259,Walhart: The Conqueror,Awakening,Cavalry,Green Axe,41,37,27,36,16,157,https://feheroes.fandom.com/wiki/Walhart:_The_Conqueror,Green,2.7,2,2018-07-29
1260,Wil: Unequaled Archer,The Blazing Blade,Infantry,Colorless Bow,42,45,34,27,40,188,https://feheroes.fandom.com/wiki/Wil:_Unequaled_Archer,Colorless,7.11,7,2023-11-17
1261,Wolf: Coyote's Loyal,Shadow Dragon / (New) Mystery,Cavalry,Colorless Bow,40,39,42,28,20,169,https://feheroes.fandom.com/wiki/Wolf:_Coyote%27s_Loyal,Colorless,5.1,5,2021-10-18
1262,Wolt: Sunbeam Archer,The Binding Blade,Cavalry,Green Bow,40,34,34,25,17,150,https://feheroes.fandom.com/wiki/Wolt:_Sunbeam_Archer,Green,3.7,3,2019-07-09
1263,Wrys: Kindly Priest,Shadow Dragon / (New) Mystery,Infantry,Colorless Staff,42,24,23,22,36,147,https://feheroes.fandom.com/wiki/Wrys:_Kindly_Priest,Colorless,1.0,1,2017-02-02
1264,Xander: Dancing Knight,Fates,Infantry,Colorless Dagger,38,35,17,34,16,140,https://feheroes.fandom.com/wiki/Xander:_Dancing_Knight,Colorless,2.8,2,2018-08-10
1265,Xander: Focused Firstborn,Fates,Cavalry,Red Sword,41,48,30,48,23,190,https://feheroes.fandom.com/wiki/Xander:_Focused_Firstborn,Red,9.4,9,2025-04-04
1266,Xander: Gallant King,Fates,Cavalry,Green Axe,40,42,41,35,17,175,https://feheroes.fandom.com/wiki/Xander:_Gallant_King,Green,6.6,6,2022-06-30
1267,Xander: Paragon Knight,Fates,Cavalry,Red Sword,44,32,24,37,17,154,https://feheroes.fandom.com/wiki/Xander:_Paragon_Knight,Red,1.2,1,2017-05-02
1268,Xander: Spring Prince,Fates,Cavalry,Blue Lance,40,25,28,35,26,154,https://feheroes.fandom.com/wiki/Xander:_Spring_Prince,Blue,1.1,1,2017-03-30
1269,Xander: Student Swimmer,Fates,Infantry,Green Axe,43,32,30,36,16,157,https://feheroes.fandom.com/wiki/Xander:_Student_Swimmer,Green,1.5,1,2017-07-28
1270,Xane: Autumn Trickster,Shadow Dragon / (New) Mystery,Infantry,Colorless Tome,47,30,34,25,30,166,https://feheroes.fandom.com/wiki/Xane:_Autumn_Trickster,Colorless,4.1,4,2020-10-08
1271,Xane: Desert Mirage,Shadow Dragon / (New) Mystery,Infantry,Colorless Staff,47,30,36,23,35,171,https://feheroes.fandom.com/wiki/Xane:_Desert_Mirage,Colorless,6.1,6,2022-01-17
1272,Xane: Fickle Dragon,Shadow Dragon / (New) Mystery,Infantry,Blue Tome,48,43,46,23,28,188,https://feheroes.fandom.com/wiki/Xane:_Fickle_Dragon,Blue,9.4,9,2025-04-16
1273,Yarne: Hoppy New Year,Awakening,Cavalry,Blue Beast,40,43,40,35,21,179,https://feheroes.fandom.com/wiki/Yarne:_Hoppy_New_Year,Blue,7.0,7,2023-01-01
1274,Yarne: Timid Taguel,Awakening,Cavalry,Green Beast,40,35,33,32,17,157,https://feheroes.fandom.com/wiki/Yarne:_Timid_Taguel,Green,3.6,3,2019-06-11
1275,Yarne: Trick or Taguel,Awakening,Cavalry,Red Beast,40,47,45,36,21,189,https://feheroes.fandom.com/wiki/Yarne:_Trick_or_Taguel,Red,8.1,8,2024-10-04
1276,Yen'fay: Blade Legend,Awakening,Infantry,Red Sword,43,37,42,32,28,182,https://feheroes.fandom.com/wiki/Yen%27fay:_Blade_Legend,Red,6.0,6,2021-12-07
1277,Ylgr: Breaking the Ice,Heroes,Infantry,Green Axe,42,35,36,30,25,168,https://feheroes.fandom.com/wiki/Ylgr:_Breaking_the_Ice,Green,3.6,3,2019-06-24
1278,Ylgr: Fresh Snowfall,Heroes,Infantry,Blue Dagger,38,33,38,22,20,151,https://feheroes.fandom.com/wiki/Ylgr:_Fresh_Snowfall,Blue,2.11,2,2018-11-21
1279,Ymir: Life-Mother,Heroes,Cavalry,Green Breath,38,40,26,35,34,173,https://feheroes.fandom.com/wiki/Ymir:_Life-Mother,Green,6.7,6,2022-07-19
1280,Ymir: Seasons of Life,Heroes,Infantry,Colorless Tome,38,45,18,35,41,177,https://feheroes.fandom.com/wiki/Ymir:_Seasons_of_Life,Colorless,7.7,7,2023-07-07
1281,Yukimura: Puppet Master,Fates,Cavalry,Colorless Dagger,40,46,16,33,45,180,https://feheroes.fandom.com/wiki/Yukimura:_Puppet_Master,Colorless,8.4,8,2024-04-15
1282,Yuliya: Princess of Grust,Shadow Dragon / (New) Mystery,Infantry,Colorless Staff,38,41,46,21,36,182,https://feheroes.fandom.com/wiki/Yuliya:_Princess_of_Grust,Colorless,8.3,8,2024-03-15
1283,Yunaka: Hidden Mask,Engage,Infantry,Colorless Dagger,40,46,48,28,32,194,https://feheroes.fandom.com/wiki/Yunaka:_Hidden_Mask,Colorless,9.2,9,2025-02-17
1284,Yunaka: Spirited Envoy,Engage,Cavalry,Colorless Dagger,39,43,47,21,30,180,https://feheroes.fandom.com/wiki/Yunaka:_Spirited_Envoy,Colorless,8.0,8,2023-12-14
1285,Yune: Chaos Goddess,Radiant Dawn,Flying,Green Tome,38,33,27,15,37,150,https://feheroes.fandom.com/wiki/Yune:_Chaos_Goddess,Green,3.3,3,2019-03-29
1286,Yuri: Ashen Valiant,Three Houses,Infantry,Colorless Dagger,40,39,43,26,29,177,https://feheroes.fandom.com/wiki/Yuri:_Ashen_Valiant,Colorless,5.9,5,2021-09-17
1287,Yuri: Tropical Wolf,Three Houses,Cavalry,Green Dagger,41,44,48,25,27,185,https://feheroes.fandom.com/wiki/Yuri:_Tropical_Wolf,Green,9.7,9,2025-07-08
1288,Yuri: Underground Lord,Three Houses,Infantry,Red Dagger,41,44,47,24,26,182,https://feheroes.fandom.com/wiki/Yuri:_Underground_Lord,Red,7.3,7,2023-03-31
1289,Zeiss: Ebon Bolt,The Binding Blade,Flying,Blue Lance,43,48,36,41,25,193,https://feheroes.fandom.com/wiki/Zeiss:_Ebon_Bolt,Blue,8.11,8,2024-11-16
1290,Zeke: Past Unknown,Echoes,Cavalry,Blue Lance,40,40,15,38,35,168,https://feheroes.fandom.com/wiki/Zeke:_Past_Unknown,Blue,5.6,5,2021-06-08
